trialNum,resgister,reading (mm),strength,expected distance (mm)
2,1.0,109.0,-5863.0,280
2,2.0,201.0,-11129.0,280
2,0.0,51.0,-41.0,280
2,1.0,109.0,-6211.0,280
2,2.0,201.0,-11121.0,280
2,0.0,51.0,307.0,280
2,1.0,109.0,-5807.0,280
2,2.0,194.0,-11352.0,280
2,0.0,51.0,317.0,280
2,1.0,109.0,-5981.0,280
2,2.0,198.0,-11120.0,280
2,0.0,51.0,350.0,280
2,1.0,109.0,-5773.0,280
2,2.0,198.0,-10771.0,280
2,0.0,52.0,333.0,280
2,1.0,110.0,-6086.0,280
2,2.0,200.0,-10693.0,280
2,0.0,51.0,221.0,280
2,1.0,120.0,-5530.0,280
2,2.0,198.0,-11016.0,280
2,0.0,51.0,-42.0,280
2,1.0,109.0,-6062.0,280
2,2.0,201.0,-10823.0,280
2,0.0,51.0,360.0,280
2,1.0,109.0,-5870.0,280
2,2.0,203.0,-10204.0,280
2,0.0,51.0,299.0,280
2,1.0,109.0,-5983.0,280
2,2.0,199.0,-11011.0,280
2,0.0,51.0,202.0,280
2,1.0,109.0,-6052.0,280
2,2.0,202.0,-10864.0,280
2,0.0,51.0,171.0,280
2,1.0,109.0,-6014.0,280
2,2.0,199.0,-10988.0,280
2,0.0,51.0,669.0,280
2,1.0,109.0,-5740.0,280
2,2.0,199.0,-11650.0,280
2,0.0,51.0,463.0,280
2,1.0,109.0,-5892.0,280
2,2.0,201.0,-10773.0,280
2,0.0,51.0,185.0,280
2,1.0,109.0,-5695.0,280
3,2.0,199.0,-11626.0,270
3,0.0,48.0,2954.0,270
3,1.0,122.0,-13144.0,270
3,2.0,185.0,-13760.0,270
3,0.0,48.0,2951.0,270
3,1.0,122.0,-13357.0,270
3,2.0,186.0,-13503.0,270
3,0.0,48.0,2972.0,270
3,1.0,122.0,-13099.0,270
3,2.0,185.0,-13619.0,270
3,0.0,48.0,2981.0,270
3,1.0,186.0,-13662.0,270
3,0.0,48.0,2964.0,270
3,1.0,122.0,-12886.0,270
3,2.0,186.0,-14047.0,270
3,0.0,48.0,2900.0,270
3,1.0,123.0,-13122.0,270
3,2.0,186.0,-14020.0,270
3,0.0,48.0,2887.0,270
3,1.0,123.0,-13111.0,270
3,2.0,185.0,-13413.0,270
3,3.0,243.0,-16594.0,270
3,0.0,48.0,2966.0,270
3,1.0,188.0,-13389.0,270
3,2.0,238.0,-11470.0,270
3,0.0,48.0,2952.0,270
3,1.0,186.0,-12767.0,270
3,0.0,48.0,2947.0,270
3,1.0,122.0,-13018.0,270
3,2.0,187.0,-14324.0,270
3,3.0,239.0,-14394.0,270
3,0.0,48.0,2947.0,270
3,1.0,202.0,-13765.0,270
3,0.0,48.0,2971.0,270
3,1.0,122.0,-13090.0,270
3,2.0,190.0,-12498.0,270
3,0.0,48.0,2963.0,270
3,1.0,121.0,-12716.0,270
3,2.0,185.0,-14183.0,270
3,0.0,48.0,2955.0,270
3,1.0,121.0,-12851.0,270
3,2.0,180.0,-11856.0,270
3,3.0,238.0,-15214.0,270
3,0.0,48.0,2984.0,270
3,1.0,121.0,-13157.0,270
3,2.0,188.0,-12136.0,270
3,0.0,48.0,3035.0,270
3,1.0,186.0,-13612.0,270
3,0.0,48.0,2945.0,270
3,1.0,122.0,-13005.0,270
3,2.0,185.0,-14571.0,270
3,0.0,48.0,2958.0,270
3,1.0,121.0,-13153.0,270
3,2.0,173.0,-12608.0,270
3,0.0,48.0,2938.0,270
3,1.0,123.0,-13322.0,270
3,2.0,187.0,-14107.0,270
3,3.0,235.0,-14851.0,270
3,0.0,48.0,2998.0,270
3,1.0,173.0,-12329.0,270
3,0.0,48.0,2974.0,270
3,1.0,121.0,-12676.0,270
3,2.0,186.0,-12920.0,270
3,0.0,48.0,2956.0,270
3,1.0,122.0,-12860.0,270
3,2.0,186.0,-13871.0,270
3,0.0,48.0,2898.0,270
3,1.0,123.0,-13229.0,270
3,2.0,185.0,-13538.0,270
3,0.0,48.0,2989.0,270
3,1.0,122.0,-13121.0,270
3,2.0,186.0,-13893.0,270
3,0.0,48.0,2994.0,270
3,1.0,186.0,-13465.0,270
3,0.0,48.0,2902.0,270
3,1.0,122.0,-12920.0,270
3,2.0,189.0,-13566.0,270
3,0.0,48.0,2980.0,270
3,1.0,122.0,-12778.0,270
3,2.0,187.0,-13644.0,270
3,0.0,48.0,2999.0,270
3,1.0,122.0,-12711.0,270
3,2.0,187.0,-13953.0,270
3,0.0,48.0,2915.0,270
3,1.0,186.0,-14180.0,270
3,0.0,48.0,3040.0,270
3,1.0,185.0,-14071.0,270
3,0.0,48.0,2956.0,270
3,1.0,123.0,-12915.0,270
3,2.0,185.0,-13827.0,270
3,0.0,48.0,2970.0,270
3,1.0,123.0,-12946.0,270
3,2.0,187.0,-13849.0,270
3,0.0,48.0,2955.0,270
3,1.0,122.0,-12776.0,270
3,2.0,187.0,-13544.0,270
3,0.0,48.0,2893.0,270
3,1.0,121.0,-13006.0,270
3,2.0,186.0,-13856.0,270
3,0.0,48.0,2946.0,270
4,1.0,122.0,-12910.0,260
4,2.0,188.0,-13471.0,260
4,0.0,45.0,2656.0,260
4,1.0,122.0,-6922.0,260
4,2.0,244.0,-15414.0,260
4,0.0,45.0,2733.0,260
4,1.0,122.0,-6718.0,260
4,0.0,45.0,2827.0,260
4,1.0,122.0,-6763.0,260
4,0.0,45.0,2842.0,260
4,1.0,121.0,-6714.0,260
4,2.0,244.0,-15722.0,260
4,0.0,45.0,2811.0,260
4,1.0,122.0,-6784.0,260
4,2.0,248.0,-15843.0,260
4,0.0,45.0,2788.0,260
4,1.0,121.0,-6689.0,260
4,2.0,243.0,-15495.0,260
4,0.0,45.0,2607.0,260
4,1.0,122.0,-6932.0,260
4,2.0,248.0,-14450.0,260
4,0.0,45.0,2719.0,260
4,1.0,122.0,-6773.0,260
4,0.0,45.0,2801.0,260
4,1.0,122.0,-6765.0,260
4,0.0,45.0,2747.0,260
4,1.0,122.0,-6948.0,260
4,2.0,237.0,-15533.0,260
4,0.0,45.0,2761.0,260
4,1.0,121.0,-6635.0,260
4,2.0,243.0,-14930.0,260
4,0.0,45.0,2827.0,260
4,1.0,121.0,-6817.0,260
4,2.0,244.0,-14527.0,260
4,0.0,45.0,2730.0,260
4,1.0,122.0,-6819.0,260
4,0.0,45.0,2674.0,260
4,1.0,123.0,-6922.0,260
4,2.0,250.0,-13740.0,260
4,0.0,45.0,2652.0,260
4,1.0,122.0,-6846.0,260
4,0.0,45.0,2811.0,260
4,1.0,122.0,-6800.0,260
4,2.0,247.0,-12748.0,260
4,0.0,45.0,2734.0,260
4,1.0,122.0,-6870.0,260
4,2.0,254.0,-11387.0,260
4,0.0,45.0,2807.0,260
4,1.0,122.0,-6924.0,260
4,0.0,45.0,2681.0,260
4,1.0,122.0,-6848.0,260
4,0.0,45.0,2645.0,260
4,1.0,122.0,-6819.0,260
4,0.0,45.0,2691.0,260
4,1.0,122.0,-6956.0,260
4,0.0,45.0,2764.0,260
4,1.0,122.0,-6843.0,260
4,2.0,241.0,-12496.0,260
4,0.0,45.0,2719.0,260
4,1.0,122.0,-6854.0,260
4,2.0,243.0,-13571.0,260
4,0.0,45.0,2783.0,260
4,1.0,122.0,-6639.0,260
4,2.0,244.0,-11846.0,260
4,0.0,45.0,2746.0,260
4,1.0,122.0,-6888.0,260
4,2.0,248.0,-14992.0,260
4,0.0,45.0,2776.0,260
