trialNum,resgister,reading,strength,expected
0,0.0,54.0,-18147.0,130
0,1.0,210.0,-9639.0,130
0,0.0,212.0,-9286.0,130
0,0.0,54.0,-17823.0,130
0,1.0,212.0,-9440.0,130
0,0.0,54.0,-18394.0,130
0,1.0,212.0,-9514.0,130
0,0.0,52.0,-18407.0,130
0,1.0,213.0,-9263.0,130
0,0.0,52.0,-18361.0,130
0,1.0,210.0,-9542.0,130
0,0.0,53.0,-18095.0,130
0,1.0,210.0,-9470.0,130
0,0.0,53.0,-18158.0,130
0,1.0,212.0,-9659.0,130
0,0.0,53.0,-18257.0,130
0,1.0,212.0,-9212.0,130
0,0.0,52.0,-18401.0,130
0,1.0,212.0,-9719.0,130
0,0.0,53.0,-18069.0,130
0,1.0,211.0,-9558.0,130
0,0.0,211.0,-9169.0,130
0,0.0,53.0,-18117.0,130
0,1.0,211.0,-9015.0,130
0,0.0,53.0,-18218.0,130
0,1.0,211.0,-9230.0,130
0,0.0,54.0,-18170.0,130
0,1.0,211.0,-10216.0,130
0,0.0,52.0,-18427.0,130
0,1.0,212.0,-9231.0,130
0,0.0,54.0,-18290.0,130
0,1.0,211.0,-8375.0,130
0,0.0,54.0,-18292.0,130
0,1.0,212.0,-10064.0,130
0,0.0,53.0,-18274.0,130
0,1.0,211.0,-9446.0,130
0,0.0,54.0,-18351.0,130
0,1.0,210.0,-9614.0,130
0,0.0,211.0,-9973.0,130
0,0.0,52.0,-18548.0,130
0,1.0,210.0,-9995.0,130
0,0.0,53.0,-18240.0,130
0,1.0,210.0,-9020.0,130
0,0.0,212.0,-10469.0,130
0,0.0,52.0,-18460.0,130
0,1.0,212.0,-9600.0,130
0,0.0,54.0,-18314.0,130
0,1.0,213.0,-9004.0,130
0,0.0,53.0,-18380.0,130
0,1.0,210.0,-9209.0,130
