trialNum,resgister,reading,strength,expected
0,0.0,48.0,2586.0,50
0,1.0,100.0,-4332.0,50
0,2.0,204.0,-13274.0,50
0,3.0,297.0,-8846.0,50
0,0.0,48.0,2588.0,50
0,1.0,100.0,-4233.0,50
0,2.0,201.0,-13307.0,50
0,3.0,295.0,-9682.0,50
0,0.0,48.0,2701.0,50
0,1.0,100.0,-4334.0,50
0,2.0,204.0,-13066.0,50
0,3.0,297.0,-8066.0,50
0,0.0,48.0,2727.0,50
0,1.0,100.0,-4334.0,50
0,2.0,189.0,-13811.0,50
0,3.0,300.0,-9505.0,50
0,0.0,48.0,2735.0,50
0,1.0,100.0,-4219.0,50
0,2.0,201.0,-13295.0,50
0,3.0,295.0,-9044.0,50
0,0.0,48.0,2749.0,50
0,1.0,100.0,-4132.0,50
0,2.0,204.0,-13011.0,50
0,3.0,297.0,-9299.0,50
0,0.0,48.0,2519.0,50
0,1.0,100.0,-4204.0,50
0,2.0,202.0,-13115.0,50
0,3.0,300.0,-8899.0,50
0,0.0,48.0,2620.0,50
0,1.0,100.0,-4267.0,50
0,2.0,204.0,-13764.0,50
0,3.0,296.0,-10119.0,50
0,0.0,48.0,2676.0,50
0,1.0,100.0,-4236.0,50
0,2.0,188.0,-13803.0,50
0,3.0,299.0,-10056.0,50
0,0.0,48.0,2831.0,50
0,1.0,100.0,-4189.0,50
0,2.0,205.0,-13409.0,50
0,3.0,300.0,-9963.0,50
0,0.0,48.0,2640.0,50
0,1.0,100.0,-4342.0,50
0,2.0,189.0,-13408.0,50
0,3.0,297.0,-9099.0,50
0,0.0,48.0,2859.0,50
0,1.0,100.0,-4173.0,50
0,2.0,201.0,-13298.0,50
0,3.0,298.0,-9320.0,50
0,0.0,48.0,2409.0,50
0,1.0,100.0,-4324.0,50
1,0.0,47.0,6029.0,48
1,1.0,110.0,-6835.0,48
1,2.0,193.0,-12679.0,48
1,3.0,251.0,-9705.0,48
1,0.0,47.0,6043.0,48
1,1.0,110.0,-6986.0,48
1,2.0,247.0,-10613.0,48
1,0.0,47.0,5982.0,48
1,1.0,110.0,-6756.0,48
1,2.0,189.0,-11800.0,48
1,3.0,242.0,-10482.0,48
1,0.0,47.0,6052.0,48
1,1.0,110.0,-7072.0,48
1,2.0,189.0,-12599.0,48
