trialNum,resgister,reading (mm),strength,expected distance (mm)
2,0,56,-8393,280
2,0,56,-8331,280
2,0,56,-8773,280
2,0,56,-8567,280
2,0,55,-8405,280
2,0,56,-8233,280
2,0,56,-9079,280
2,0,56,-8868,280
2,0,56,-9198,280
2,0,55,-8670,280
2,0,56,-9133,280
2,0,56,-8824,280
2,0,56,-9024,280
2,0,56,-8743,280
2,0,56,-9057,280
2,0,56,-9005,280
2,0,56,-8970,280
2,0,56,-9056,280
2,0,56,-9082,280
2,0,55,-8874,280
2,0,56,-8746,280
2,0,56,-8975,280
2,0,56,-8962,280
2,0,56,-8602,280
2,0,56,-8788,280
2,0,56,-8663,280
2,0,56,-8977,280
2,0,56,-8956,280
2,0,56,-9112,280
2,0,56,-9286,280
2,0,56,-9438,280
2,0,56,-9160,280
2,0,56,-8982,280
2,0,55,-9073,280
2,0,56,-9267,280
2,0,55,-9062,280
2,0,56,-8899,280
2,0,55,-8915,280
2,0,56,-9171,280
2,0,56,-8738,280
2,0,56,-9172,280
2,0,56,-8783,280
2,0,56,-9080,280
2,0,56,-9041,280
2,0,56,-9312,280
2,0,56,-8786,280
2,0,56,-9303,280
2,0,56,-9224,280
2,0,56,-9077,280
2,0,56,-8786,280
3,0,57,-12726,270
3,0,57,-13542,270
3,0,56,-13039,270
3,0,57,-13439,270
3,0,57,-14804,270
3,0,58,-14419,270
3,0,57,-13695,270
3,0,57,-13937,270
3,0,57,-14402,270
3,0,58,-14668,270
3,0,58,-14373,270
3,0,57,-14275,270
3,0,57,-14625,270
3,0,57,-13805,270
3,0,57,-14251,270
3,0,57,-14544,270
3,0,57,-14020,270
3,0,56,-14835,270
3,0,57,-14431,270
3,0,56,-14681,270
3,0,57,-14738,270
3,0,57,-13940,270
3,0,58,-14611,270
3,0,57,-14894,270
3,0,57,-13694,270
3,0,57,-14389,270
3,0,57,-13828,270
3,0,59,-14800,270
3,0,56,-14967,270
3,0,58,-14085,270
3,0,57,-15395,270
3,0,57,-13965,270
3,0,57,-15087,270
3,0,57,-13607,270
3,0,57,-14671,270
3,0,57,-14721,270
3,0,58,-15204,270
3,0,57,-14370,270
3,0,58,-13569,270
3,0,57,-14386,270
3,0,57,-14682,270
3,0,58,-14887,270
3,0,57,-14260,270
3,0,57,-14052,270
3,0,57,-14115,270
3,0,57,-14537,270
3,0,57,-14997,270
3,0,56,-14829,270
3,0,57,-15206,270
3,0,57,-14540,270
4,0,55,-6544,260
4,0,55,-6705,260
4,0,55,-6915,260
4,0,55,-6774,260
4,0,55,-6808,260
4,0,55,-6730,260
4,0,55,-6682,260
4,0,55,-6405,260
4,0,55,-6562,260
4,0,55,-6474,260
4,0,55,-6542,260
4,0,55,-6475,260
4,0,55,-6746,260
4,0,55,-6543,260
4,0,55,-6569,260
4,0,54,-6455,260
4,0,55,-6730,260
4,0,55,-6802,260
4,0,55,-6899,260
4,0,55,-6443,260
4,0,55,-6468,260
4,0,55,-6512,260
4,0,55,-6675,260
4,0,55,-6800,260
4,0,55,-6537,260
4,0,55,-6665,260
4,0,55,-6656,260
4,0,55,-6536,260
4,0,54,-6408,260
4,0,55,-6591,260
4,0,55,-6456,260
4,0,55,-6787,260
4,0,55,-6571,260
4,0,54,-6515,260
4,0,55,-6567,260
4,0,55,-6443,260
4,0,55,-6549,260
4,0,55,-6642,260
4,0,55,-6620,260
4,0,54,-6555,260
4,0,55,-6470,260
4,0,55,-6466,260
4,0,55,-6749,260
4,0,55,-6510,260
4,0,55,-6733,260
4,0,55,-6391,260
4,0,55,-6533,260
4,0,55,-6560,260
4,0,55,-6424,260
4,0,54,-6501,260
5,0,51,-5013,250
5,0,51,-4983,250
5,0,51,-5054,250
5,0,51,-5158,250
5,0,51,-5000,250
5,0,51,-4838,250
5,0,51,-5044,250
5,0,51,-5024,250
5,0,51,-5100,250
5,0,51,-5090,250
5,0,51,-4950,250
5,0,51,-4953,250
5,0,51,-4920,250
5,0,51,-4886,250
5,0,51,-5034,250
5,0,51,-5073,250
5,0,51,-4891,250
5,0,51,-5071,250
5,0,51,-4936,250
5,0,51,-4979,250
5,0,51,-5089,250
5,0,51,-4951,250
5,0,51,-5116,250
5,0,51,-4977,250
5,0,51,-5118,250
5,0,51,-4908,250
5,0,51,-4964,250
5,0,51,-5083,250
5,0,51,-5037,250
5,0,51,-4997,250
5,0,51,-4968,250
5,0,51,-4996,250
5,0,51,-4997,250
5,0,51,-5051,250
5,0,51,-4997,250
5,0,51,-5054,250
5,0,51,-5031,250
5,0,51,-5021,250
5,0,51,-5059,250
5,0,51,-5067,250
5,0,51,-4969,250
5,0,51,-4965,250
5,0,51,-4936,250
5,0,51,-5036,250
5,0,51,-4839,250
5,0,51,-5186,250
5,0,51,-5086,250
5,0,51,-4964,250
5,0,51,-5160,250
5,0,51,-5063,250
6,0,49,-11237,240
6,0,49,-10800,240
6,0,49,-11160,240
6,0,49,-11046,240
6,0,49,-11102,240
6,0,49,-11056,240
6,0,49,-11092,240
6,0,48,-10766,240
6,0,49,-10931,240
6,0,48,-10737,240
6,0,49,-10997,240
6,0,49,-11248,240
6,0,49,-11271,240
6,0,48,-11208,240
6,0,49,-11077,240
6,0,49,-11299,240
6,0,48,-11477,240
6,0,50,-10981,240
6,0,48,-11061,240
6,0,49,-10912,240
6,0,49,-10882,240
6,0,48,-10991,240
6,0,49,-11068,240
6,0,49,-11052,240
6,0,49,-11305,240
6,0,49,-11160,240
6,0,49,-10944,240
6,0,49,-11124,240
6,0,48,-11025,240
6,0,49,-11525,240
6,0,48,-10938,240
6,0,49,-11203,240
6,0,48,-11257,240
6,0,49,-11201,240
6,0,48,-10991,240
6,0,48,-11260,240
6,0,49,-10822,240
6,0,49,-11445,240
6,0,49,-11069,240
6,0,48,-11063,240
6,0,50,-11266,240
6,0,49,-10924,240
6,0,48,-11427,240
6,1,93,-21166,240
6,0,48,-11126,240
6,0,49,-11167,240
6,0,48,-10928,240
6,0,49,-11141,240
6,0,49,-11220,240
6,0,49,-10945,240
7,0,47,-9200,230
7,0,47,-9025,230
7,0,47,-9258,230
7,0,47,-9245,230
7,0,47,-9366,230
7,0,48,-9109,230
7,0,47,-9311,230
7,0,47,-8828,230
7,0,48,-9105,230
7,0,47,-9357,230
7,0,47,-8887,230
7,0,47,-9112,230
7,0,47,-9293,230
7,0,47,-9328,230
7,0,47,-9025,230
7,0,48,-9094,230
7,0,47,-8977,230
7,0,47,-8851,230
7,0,47,-9224,230
7,0,47,-9179,230
7,0,47,-8836,230
7,0,47,-9158,230
7,0,48,-8872,230
7,0,47,-8955,230
7,0,47,-8966,230
7,0,48,-9036,230
7,0,47,-9035,230
7,0,47,-8546,230
7,0,48,-8872,230
7,0,47,-9147,230
7,0,48,-8876,230
7,0,47,-9035,230
7,0,48,-8803,230
7,0,47,-8838,230
7,0,48,-8988,230
7,0,47,-8994,230
7,0,47,-8965,230
7,0,48,-8897,230
7,0,47,-8872,230
7,0,47,-8960,230
7,0,47,-9005,230
7,0,47,-9182,230
7,0,47,-8902,230
7,0,48,-8905,230
7,0,47,-9200,230
7,0,48,-9043,230
7,0,48,-9272,230
7,0,47,-9046,230
7,0,47,-8710,230
7,0,48,-8788,230
8,0,47,-6312,220
8,0,47,-6090,220
8,0,47,-6030,220
8,0,47,-6071,220
8,0,47,-6059,220
8,0,47,-5870,220
8,0,47,-5825,220
8,0,47,-5801,220
8,0,47,-5839,220
8,0,47,-5996,220
8,0,47,-5779,220
8,0,47,-5759,220
8,0,47,-5818,220
8,0,47,-5768,220
8,0,48,-5683,220
8,0,48,-5793,220
8,0,47,-5816,220
8,0,48,-5773,220
8,0,47,-5918,220
8,0,47,-5838,220
8,0,48,-5762,220
8,0,47,-5780,220
8,0,47,-5912,220
8,0,48,-5848,220
8,0,48,-5754,220
8,0,47,-5886,220
8,0,48,-5764,220
8,0,47,-5859,220
8,0,47,-5710,220
8,0,48,-5760,220
8,0,48,-5681,220
8,0,47,-5822,220
8,0,47,-5901,220
8,0,48,-5712,220
8,0,48,-5781,220
8,0,47,-5760,220
8,0,47,-5779,220
8,0,47,-5896,220
8,0,48,-5731,220
8,0,48,-5847,220
8,0,47,-5776,220
8,0,47,-5723,220
8,0,48,-5828,220
8,0,47,-5867,220
8,0,47,-5708,220
8,0,47,-5883,220
8,0,47,-5915,220
8,0,47,-5839,220
8,0,47,-5867,220
8,0,47,-5798,220
9,0,48,-4344,210
9,0,48,-4347,210
9,0,48,-4299,210
9,0,48,-4370,210
9,0,48,-4363,210
9,0,48,-4432,210
9,0,48,-4268,210
9,0,48,-4274,210
9,0,48,-4330,210
9,0,48,-4364,210
9,0,47,-4398,210
9,0,48,-4268,210
9,0,48,-4307,210
9,0,47,-4412,210
9,0,48,-4266,210
9,0,48,-4357,210
9,0,48,-4380,210
9,0,48,-4348,210
9,0,48,-4318,210
9,0,48,-4418,210
9,0,48,-4368,210
9,0,48,-4299,210
9,0,48,-4281,210
9,0,48,-4292,210
9,0,48,-4331,210
9,0,48,-4321,210
9,0,48,-4248,210
9,0,48,-4239,210
9,0,48,-4266,210
9,0,48,-4344,210
9,0,48,-4331,210
9,0,48,-4277,210
9,0,47,-4401,210
9,0,48,-4309,210
9,0,48,-4340,210
9,0,48,-4337,210
9,0,48,-4348,210
9,0,48,-4309,210
9,0,48,-4342,210
9,0,48,-4316,210
9,0,48,-4306,210
9,0,47,-4325,210
9,0,47,-4319,210
9,0,48,-4285,210
9,0,48,-4323,210
9,0,48,-4246,210
9,0,48,-4337,210
9,0,48,-4314,210
9,0,48,-4329,210
9,0,48,-4341,210
10,0,46,-4900,200
10,0,46,-4909,200
10,0,46,-4923,200
10,0,46,-4939,200
10,0,46,-4921,200
10,0,46,-4875,200
10,0,46,-4877,200
10,0,46,-4890,200
10,0,46,-4806,200
10,0,46,-4921,200
10,0,46,-4959,200
10,0,46,-4780,200
10,0,46,-4807,200
10,0,46,-4878,200
10,0,46,-4841,200
10,0,45,-4876,200
10,0,46,-4870,200
10,0,46,-4873,200
10,0,46,-4876,200
10,0,45,-4914,200
10,0,46,-4940,200
10,0,46,-4940,200
10,0,46,-4903,200
10,0,46,-4867,200
10,0,46,-4875,200
10,0,46,-4782,200
10,0,46,-4881,200
10,0,46,-4843,200
10,0,45,-4866,200
10,0,46,-4909,200
10,0,46,-4834,200
10,0,46,-4906,200
10,0,45,-4927,200
10,0,46,-4870,200
10,0,46,-4845,200
10,0,46,-4825,200
10,0,46,-4887,200
10,0,45,-4932,200
10,0,46,-4795,200
10,0,46,-4877,200
10,0,46,-4892,200
10,0,46,-4831,200
10,0,46,-4832,200
10,0,46,-4883,200
10,0,46,-4868,200
10,0,46,-4966,200
10,0,46,-4851,200
10,0,46,-4904,200
10,0,46,-4930,200
10,0,46,-4851,200
11,0,32,-12219,190
11,0,33,-11116,190
11,1,105,-22350,190
11,0,46,-4981,190
11,0,39,-8798,190
11,0,53,-9852,190
11,0,57,-9414,190
11,0,57,-9204,190
11,0,58,-9094,190
11,0,60,-8843,190
11,0,60,-8886,190
11,0,61,-8822,190
11,0,61,-8864,190
11,0,60,-8714,190
11,0,62,-8918,190
11,0,60,-8840,190
11,0,62,-8780,190
11,0,60,-8785,190
11,0,61,-8853,190
11,0,62,-9016,190
11,0,60,-9072,190
11,0,61,-8869,190
11,0,60,-8916,190
11,0,60,-8939,190
11,0,61,-8915,190
11,0,61,-8986,190
11,0,60,-8899,190
11,0,61,-8953,190
11,0,60,-8969,190
11,0,60,-8940,190
11,0,62,-8833,190
11,0,61,-9014,190
11,0,60,-9088,190
11,0,61,-9170,190
11,0,60,-8981,190
11,0,62,-8919,190
11,0,60,-8928,190
11,0,60,-8995,190
11,0,60,-9080,190
11,0,61,-8939,190
11,0,60,-8973,190
11,0,62,-8898,190
11,0,60,-9090,190
11,0,60,-9028,190
11,0,61,-9236,190
11,0,61,-9090,190
11,0,60,-9116,190
11,0,60,-9224,190
11,0,60,-9128,190
11,0,61,-8994,190
12,0,65,-13523,180
12,0,66,-13391,180
12,0,65,-13479,180
12,0,65,-13560,180
12,0,65,-13539,180
12,0,66,-13363,180
12,0,65,-13513,180
12,0,66,-13223,180
12,0,66,-13551,180
12,0,65,-13577,180
12,0,66,-13597,180
12,0,66,-13328,180
12,0,65,-13390,180
12,0,65,-13624,180
12,0,65,-13466,180
12,0,65,-13588,180
12,0,65,-13511,180
12,0,65,-13549,180
12,0,65,-13463,180
12,0,65,-13369,180
12,0,66,-13405,180
12,0,65,-13411,180
12,0,65,-13494,180
12,0,65,-13424,180
12,0,65,-13474,180
12,0,65,-13411,180
12,0,65,-13519,180
12,0,65,-13454,180
12,0,66,-13505,180
12,0,66,-13659,180
12,0,66,-13559,180
12,0,66,-13440,180
12,0,66,-13447,180
12,0,66,-13222,180
12,0,65,-13394,180
12,0,65,-13573,180
12,0,65,-13522,180
12,0,65,-13524,180
12,0,65,-13319,180
12,0,66,-13449,180
12,0,66,-13298,180
12,0,65,-13368,180
12,0,66,-13166,180
12,0,65,-13204,180
12,0,66,-13496,180
12,0,65,-13737,180
12,0,66,-13426,180
12,0,65,-13612,180
12,0,66,-13373,180
12,0,65,-13238,180
